name,from_lon,from_lat,to_lon,to_lat,polarity,voltage,cost_MUSD,length_miles
z134:p45~~p112,-95.03227389,42.42197121,-82.80095864,40.13748215,dc,500,1558.89,688.27
z134:p45~~p50,-95.03227389,42.42197121,-97.47898472,35.29751298,dc,500,1213.36,550.89
z134:p45~~p54,-95.03227389,42.42197121,-93.97419616,39.67019964,dc,500,476.13,214.48
z134:p45~~p63,-95.03227389,42.42197121,-97.11394036,32.36521363,dc,500,1672.03,752.39
z134:p45~~p68,-95.03227389,42.42197121,-93.78878598,43.84993423,dc,500,281.32,125.36
z134:p45~~p69,-95.03227389,42.42197121,-92.13437773,42.92060401,dc,500,367.84,161.69
z134:p45~~p70,-95.03227389,42.42197121,-92.64864641,41.54815458,dc,500,338.94,147.2
z134:p45~~p80,-95.03227389,42.42197121,-88.78740634,41.76755631,dc,500,767.21,333.89
z134:p45~~p87,-95.03227389,42.42197121,-89.93377714,32.30945125,dc,500,1810.96,820.89
z134:p45~~p92,-95.03227389,42.42197121,-86.34952583,35.85850386,dc,500,1546.03,679.03
z134:p45~~p94,-95.03227389,42.42197121,-83.43553366,32.63997261,dc,500,2227.24,966.52
z134:p46~~p68,-91.36892425,45.47227184,-93.78878598,43.84993423,dc,500,376.55,166.58
z134:p46~~p74,-91.36892425,45.47227184,-88.14757936,46.39738399,dc,500,432.1,185.13
z134:p46~~p75,-91.36892425,45.47227184,-88.85996946,45.20926475,dc,500,295.32,130.14
z134:p46~~p76,-91.36892425,45.47227184,-89.1038466,44.08576245,dc,500,343.49,153.86
z134:p46~~p77,-91.36892425,45.47227184,-90.52129625,43.41085624,dc,500,358.52,160.92
z134:p47~~p48,-103.91132463,33.46127096,-101.7996265,34.84980919,dc,500,348.89,162.97
z134:p48~~p49,-101.7996265,34.84980919,-101.49888204,36.75146918,dc,500,301.54,141.25
z134:p48~~p50,-101.7996265,34.84980919,-97.47898472,35.29751298,dc,500,547.37,252.85
z134:p49~~p50,-101.49888204,36.75146918,-97.47898472,35.29751298,dc,500,571.81,264.62
z134:p49~~p52,-101.49888204,36.75146918,-101.03458436,38.75868385,dc,500,323.56,151.75
z134:p49~~p53,-101.49888204,36.75146918,-97.49793745,38.39157084,dc,500,565.77,265.51
z134:p50~~p105,-97.47898472,35.29751298,-86.25403168,40.72629479,dc,500,1693.76,758.38
z134:p50~~p51,-97.47898472,35.29751298,-95.63177773,36.27624442,dc,500,305.96,132.03
z134:p50~~p53,-97.47898472,35.29751298,-97.49793745,38.39157084,dc,500,502.04,224.61
z134:p50~~p56,-97.47898472,35.29751298,-93.59505047,35.48090299,dc,500,503.13,224.47
z134:p50~~p57,-97.47898472,35.29751298,-94.52500088,32.84787479,dc,500,548.83,243.56
z134:p50~~p60,-97.47898472,35.29751298,-100.4866502,33.41132391,dc,500,492.07,226.67
z134:p50~~p61,-97.47898472,35.29751298,-102.52534008,30.80627576,dc,500,933.23,427.81
z134:p50~~p80,-97.47898472,35.29751298,-88.78740634,41.76755631,dc,500,1478.18,659.47
z134:p50~~p81,-97.47898472,35.29751298,-89.78738098,39.32261591,dc,500,1194.75,534.56
z134:p50~~p85,-97.47898472,35.29751298,-92.02206131,34.67614755,dc,500,731.43,326.79
z134:p50~~p94,-97.47898472,35.29751298,-83.43553366,32.63997261,dc,500,1960.38,869.66
z134:p51~~p53,-95.63177773,36.27624442,-97.49793745,38.39157084,dc,500,412.39,189.65
z134:p51~~p55,-95.63177773,36.27624442,-93.62367343,37.38722214,dc,500,313.42,141.79
z134:p51~~p56,-95.63177773,36.27624442,-93.59505047,35.48090299,dc,500,307.65,136.31
z134:p52~~p53,-101.03458436,38.75868385,-97.49793745,38.39157084,dc,500,431.15,201.96
z134:p53~~p103,-97.49793745,38.39157084,-84.61125526,43.8762499,dc,500,1919.12,858.2
z134:p53~~p112,-97.49793745,38.39157084,-82.80095864,40.13748215,dc,500,1883.24,847.1
z134:p53~~p54,-97.49793745,38.39157084,-93.97419616,39.67019964,dc,500,489.05,224.6
z134:p53~~p55,-97.49793745,38.39157084,-93.62367343,37.38722214,dc,500,513.86,238.55
z134:p53~~p58,-97.49793745,38.39157084,-91.97834975,30.79723643,dc,500,1448.79,660.34
z134:p53~~p63,-97.49793745,38.39157084,-97.11394036,32.36521363,dc,500,991.58,437.57
z134:p53~~p76,-97.49793745,38.39157084,-89.1038466,44.08576245,dc,500,1425.81,635.81
z134:p53~~p80,-97.49793745,38.39157084,-88.78740634,41.76755631,dc,500,1212.0,553.0
z134:p53~~p87,-97.49793745,38.39157084,-89.93377714,32.30945125,dc,500,1394.03,618.97
z134:p53~~p92,-97.49793745,38.39157084,-86.34952583,35.85850386,dc,500,1526.26,688.82
z134:p53~~p94,-97.49793745,38.39157084,-83.43553366,32.63997261,dc,500,2117.81,953.89
z134:p54~~p103,-93.97419616,39.67019964,-84.61125526,43.8762499,dc,500,1432.55,633.6
z134:p54~~p112,-93.97419616,39.67019964,-82.80095864,40.13748215,dc,500,1395.15,622.46
z134:p54~~p55,-93.97419616,39.67019964,-93.62367343,37.38722214,dc,500,373.15,169.19
z134:p54~~p58,-93.97419616,39.67019964,-91.97834975,30.79723643,dc,500,1508.87,680.72
z134:p54~~p63,-93.97419616,39.67019964,-97.11394036,32.36521363,dc,500,1302.38,582.34
z134:p54~~p70,-93.97419616,39.67019964,-92.64864641,41.54815458,dc,500,356.08,159.67
z134:p54~~p71,-93.97419616,39.67019964,-92.08030575,39.98046911,dc,500,240.22,109.34
z134:p54~~p72,-93.97419616,39.67019964,-91.35906588,38.50342187,dc,500,387.06,173.59
z134:p54~~p76,-93.97419616,39.67019964,-89.1038466,44.08576245,dc,500,954.09,417.77
z134:p54~~p80,-93.97419616,39.67019964,-88.78740634,41.76755631,dc,500,725.43,328.4
z134:p54~~p87,-93.97419616,39.67019964,-89.93377714,32.30945125,dc,500,1335.01,606.41
z134:p54~~p92,-93.97419616,39.67019964,-86.34952583,35.85850386,dc,500,1215.24,538.48
z134:p54~~p94,-93.97419616,39.67019964,-83.43553366,32.63997261,dc,500,1818.99,805.59
z134:p55~~p56,-93.62367343,37.38722214,-93.59505047,35.48090299,dc,500,314.55,136.44
z134:p55~~p72,-93.62367343,37.38722214,-91.35906588,38.50342187,dc,500,340.84,153.56
z134:p55~~p84,-93.62367343,37.38722214,-91.29496646,37.06420364,dc,500,307.18,135.72
z134:p55~~p85,-93.62367343,37.38722214,-92.02206131,34.67614755,dc,500,522.15,227.12
z134:p56~~p85,-93.59505047,35.48090299,-92.02206131,34.67614755,dc,500,256.62,114.32
z134:p57~~p58,-94.52500088,32.84787479,-91.97834975,30.79723643,dc,500,479.76,214.98
z134:p57~~p63,-94.52500088,32.84787479,-97.11394036,32.36521363,dc,500,373.1,164.46
z134:p57~~p66,-94.52500088,32.84787479,-94.50491404,30.70473578,dc,500,356.15,155.78
z134:p57~~p85,-94.52500088,32.84787479,-92.02206131,34.67614755,dc,500,447.06,199.28
z134:p58~~p101,-91.97834975,30.79723643,-82.16153403,28.61064555,dc,500,1609.76,695.25
z134:p58~~p105,-91.97834975,30.79723643,-86.25403168,40.72629479,dc,500,1807.29,827.17
z134:p58~~p61,-91.97834975,30.79723643,-102.52534008,30.80627576,dc,500,1452.52,638.04
z134:p58~~p66,-91.97834975,30.79723643,-94.50491404,30.70473578,dc,500,372.84,162.69
z134:p58~~p80,-91.97834975,30.79723643,-88.78740634,41.76755631,dc,500,1837.59,831.78
z134:p58~~p81,-91.97834975,30.79723643,-89.78738098,39.32261591,dc,500,1415.81,642.33
z134:p58~~p85,-91.97834975,30.79723643,-92.02206131,34.67614755,dc,500,635.76,286.18
z134:p58~~p86,-91.97834975,30.79723643,-91.93563781,32.55385405,dc,500,294.7,132.86
z134:p58~~p87,-91.97834975,30.79723643,-89.93377714,32.30945125,dc,500,395.18,170.02
z134:p58~~p94,-91.97834975,30.79723643,-83.43553366,32.63997261,dc,500,1282.45,566.42
z134:p58~~p98,-91.97834975,30.79723643,-77.99872674,35.44202442,dc,500,2128.41,941.43
z134:p5~~p13,-120.84858533,44.8758229,-115.01366961,36.21387654,dc,500,1811.1,754.92
z134:p5~~p14,-120.84858533,44.8758229,-116.62286863,47.60393639,dc,500,659.12,299.7
z134:p5~~p15,-120.84858533,44.8758229,-115.22499865,44.39350062,dc,500,869.18,314.67
z134:p5~~p18,-120.84858533,44.8758229,-111.55656715,48.08647186,dc,500,1645.53,562.9
z134:p5~~p25,-120.84858533,44.8758229,-111.91422885,39.08215518,dc,500,1507.63,662.09
z134:p5~~p6,-120.84858533,44.8758229,-122.80414235,42.80374842,dc,500,591.75,194.02
z134:p5~~p7,-120.84858533,44.8758229,-118.7982225,43.19385721,dc,500,413.22,178.94
z134:p5~~p9,-120.84858533,44.8758229,-121.38102184,38.35087876,dc,500,1247.7,516.38
z134:p60~~p61,-100.4866502,33.41132391,-102.52534008,30.80627576,dc,500,490.51,226.73
z134:p60~~p62,-100.4866502,33.41132391,-102.35242639,31.79268173,dc,500,349.3,158.25
z134:p60~~p63,-100.4866502,33.41132391,-97.11394036,32.36521363,dc,500,498.43,225.2
z134:p61~~p62,-102.52534008,30.80627576,-102.35242639,31.79268173,dc,500,158.74,73.53
z134:p61~~p63,-102.52534008,30.80627576,-97.11394036,32.36521363,dc,500,789.4,361.23
z134:p61~~p64,-102.52534008,30.80627576,-98.03214389,30.15101252,dc,500,650.36,288.89
z134:p61~~p65,-102.52534008,30.80627576,-98.34182956,28.123855,dc,500,708.91,324.62
z134:p61~~p87,-102.52534008,30.80627576,-89.93377714,32.30945125,dc,500,1752.08,787.37
z134:p63~~p105,-97.11394036,32.36521363,-86.25403168,40.72629479,dc,500,1971.28,869.62
z134:p63~~p64,-97.11394036,32.36521363,-98.03214389,30.15101252,dc,500,431.67,175.78
z134:p63~~p67,-97.11394036,32.36521363,-95.44616626,29.53576642,dc,500,576.77,246.24
z134:p63~~p80,-97.11394036,32.36521363,-88.78740634,41.76755631,dc,500,1909.51,851.06
z134:p63~~p81,-97.11394036,32.36521363,-89.78738098,39.32261591,dc,500,1543.13,668.81
z134:p63~~p85,-97.11394036,32.36521363,-92.02206131,34.67614755,dc,500,800.64,358.75
z134:p63~~p94,-97.11394036,32.36521363,-83.43553366,32.63997261,dc,500,1902.29,833.03
z134:p64~~p65,-98.03214389,30.15101252,-98.34182956,28.123855,dc,500,345.75,148.37
z134:p64~~p67,-98.03214389,30.15101252,-95.44616626,29.53576642,dc,500,418.68,177.92
z134:p65~~p67,-98.34182956,28.123855,-95.44616626,29.53576642,dc,500,492.0,217.7
z134:p66~~p86,-94.50491404,30.70473578,-91.93563781,32.55385405,dc,500,479.65,211.55
z134:p68~~p69,-93.78878598,43.84993423,-92.13437773,42.92060401,dc,500,244.76,110.49
z134:p68~~p77,-93.78878598,43.84993423,-90.52129625,43.41085624,dc,500,389.34,174.52
z134:p69~~p70,-92.13437773,42.92060401,-92.64864641,41.54815458,dc,500,242.58,105.75
z134:p69~~p77,-92.13437773,42.92060401,-90.52129625,43.41085624,dc,500,345.87,151.62
z134:p6~~p7,-122.80414235,42.80374842,-118.7982225,43.19385721,dc,500,700.2,265.97
z134:p6~~p8,-122.80414235,42.80374842,-121.43547851,41.31103089,dc,500,411.88,137.35
z134:p6~~p9,-122.80414235,42.80374842,-121.38102184,38.35087876,dc,500,1036.51,377.68
z134:p70~~p71,-92.64864641,41.54815458,-92.08030575,39.98046911,dc,500,272.06,121.84
z134:p70~~p77,-92.64864641,41.54815458,-90.52129625,43.41085624,dc,500,507.47,220.71
z134:p70~~p80,-92.64864641,41.54815458,-88.78740634,41.76755631,dc,500,475.39,208.21
z134:p70~~p81,-92.64864641,41.54815458,-89.78738098,39.32261591,dc,500,496.93,218.71
z134:p71~~p72,-92.08030575,39.98046911,-91.35906588,38.50342187,dc,500,264.63,118.76
z134:p71~~p81,-92.08030575,39.98046911,-89.78738098,39.32261591,dc,500,310.56,139.85
z134:p72~~p73,-91.35906588,38.50342187,-91.04678156,37.68104225,dc,500,147.63,64.55
z134:p72~~p81,-91.35906588,38.50342187,-89.78738098,39.32261591,dc,500,254.5,107.41
z134:p72~~p84,-91.35906588,38.50342187,-91.29496646,37.06420364,dc,500,241.69,104.08
z134:p73~~p84,-91.04678156,37.68104225,-91.29496646,37.06420364,dc,500,110.53,48.24
z134:p74~~p103,-88.14757936,46.39738399,-84.61125526,43.8762499,dc,500,772.71,338.67
z134:p74~~p75,-88.14757936,46.39738399,-88.85996946,45.20926475,dc,500,226.37,96.88
z134:p75~~p76,-88.85996946,45.20926475,-89.1038466,44.08576245,dc,500,196.56,85.0
z134:p75~~p79,-88.85996946,45.20926475,-88.27152587,43.06703833,dc,500,395.96,164.4
z134:p76~~p105,-89.1038466,44.08576245,-86.25403168,40.72629479,dc,500,761.28,326.62
z134:p76~~p122,-89.1038466,44.08576245,-76.28677225,40.53840825,dc,500,1973.13,841.0
z134:p76~~p77,-89.1038466,44.08576245,-90.52129625,43.41085624,dc,500,202.8,88.82
z134:p76~~p78,-89.1038466,44.08576245,-89.36143047,42.86563989,dc,500,216.1,92.55
z134:p76~~p79,-89.1038466,44.08576245,-88.27152587,43.06703833,dc,500,215.25,89.23
z134:p76~~p81,-89.1038466,44.08576245,-89.78738098,39.32261591,dc,500,789.14,344.79
z134:p76~~p85,-89.1038466,44.08576245,-92.02206131,34.67614755,dc,500,1603.57,712.89
z134:p76~~p94,-89.1038466,44.08576245,-83.43553366,32.63997261,dc,500,2130.03,921.47
z134:p77~~p78,-90.52129625,43.41085624,-89.36143047,42.86563989,dc,500,173.43,74.83
z134:p77~~p80,-90.52129625,43.41085624,-88.78740634,41.76755631,dc,500,338.46,147.59
z134:p78~~p79,-89.36143047,42.86563989,-88.27152587,43.06703833,dc,500,160.88,62.4
z134:p78~~p80,-89.36143047,42.86563989,-88.78740634,41.76755631,dc,500,201.22,88.34
z134:p79~~p80,-88.27152587,43.06703833,-88.78740634,41.76755631,dc,500,258.93,101.58
z134:p7~~p12,-118.7982225,43.19385721,-116.76501417,39.57265625,dc,500,710.99,315.26
z134:p7~~p15,-118.7982225,43.19385721,-115.22499865,44.39350062,dc,500,706.71,215.48
z134:p7~~p8,-118.7982225,43.19385721,-121.43547851,41.31103089,dc,500,534.0,243.08
z134:p80~~p103,-88.78740634,41.76755631,-84.61125526,43.8762499,dc,500,764.17,324.55
z134:p80~~p105,-88.78740634,41.76755631,-86.25403168,40.72629479,dc,500,376.16,162.41
z134:p80~~p112,-88.78740634,41.76755631,-82.80095864,40.13748215,dc,500,809.29,355.06
z134:p80~~p122,-88.78740634,41.76755631,-76.28677225,40.53840825,dc,500,1590.72,676.83
z134:p80~~p127,-88.78740634,41.76755631,-75.58732565,42.99934248,dc,500,1739.2,752.42
z134:p80~~p131,-88.78740634,41.76755631,-71.79474674,42.25461052,dc,500,2274.34,957.3
z134:p80~~p81,-88.78740634,41.76755631,-89.78738098,39.32261591,dc,500,430.49,190.0
z134:p80~~p82,-88.78740634,41.76755631,-89.50352109,40.41209835,dc,500,249.73,109.26
z134:p80~~p83,-88.78740634,41.76755631,-88.31387435,39.72790165,dc,500,351.43,154.36
z134:p80~~p85,-88.78740634,41.76755631,-92.02206131,34.67614755,dc,500,1250.34,563.23
z134:p80~~p87,-88.78740634,41.76755631,-89.93377714,32.30945125,dc,500,1543.05,681.21
z134:p80~~p92,-88.78740634,41.76755631,-86.34952583,35.85850386,dc,500,1053.07,468.09
z134:p80~~p94,-88.78740634,41.76755631,-83.43553366,32.63997261,dc,500,1736.68,749.82
z134:p80~~p98,-88.78740634,41.76755631,-77.99872674,35.44202442,dc,500,1813.97,784.64
z134:p80~~p99,-88.78740634,41.76755631,-77.99964991,37.62459409,dc,500,1599.06,690.01
z134:p81~~p107,-89.78738098,39.32261591,-86.32272656,38.88485934,dc,500,430.33,192.59
z134:p81~~p108,-89.78738098,39.32261591,-87.22105398,37.51815832,dc,500,430.35,194.85
z134:p81~~p112,-89.78738098,39.32261591,-82.80095864,40.13748215,dc,500,915.37,405.96
z134:p81~~p127,-89.78738098,39.32261591,-75.58732565,42.99934248,dc,500,1902.81,843.66
z134:p81~~p82,-89.78738098,39.32261591,-89.50352109,40.41209835,dc,500,183.81,81.07
z134:p81~~p83,-89.78738098,39.32261591,-88.31387435,39.72790165,dc,500,200.75,89.73
z134:p81~~p87,-89.78738098,39.32261591,-89.93377714,32.30945125,dc,500,1136.44,506.79
z134:p81~~p92,-89.78738098,39.32261591,-86.34952583,35.85850386,dc,500,721.54,314.86
z134:p81~~p93,-89.78738098,39.32261591,-86.89318135,36.88838161,dc,500,523.57,234.52
z134:p81~~p94,-89.78738098,39.32261591,-83.43553366,32.63997261,dc,500,1431.68,611.49
z134:p81~~p99,-89.78738098,39.32261591,-77.99964991,37.62459409,dc,500,1546.88,665.03
z134:p82~~p83,-89.50352109,40.41209835,-88.31387435,39.72790165,dc,500,189.48,83.62
z134:p83~~p105,-88.31387435,39.72790165,-86.25403168,40.72629479,dc,500,301.59,134.77
z134:p83~~p107,-88.31387435,39.72790165,-86.32272656,38.88485934,dc,500,291.67,130.84
z134:p84~~p85,-91.29496646,37.06420364,-92.02206131,34.67614755,dc,500,404.73,181.83
z134:p84~~p92,-91.29496646,37.06420364,-86.34952583,35.85850386,dc,500,721.17,307.53
z134:p85~~p101,-92.02206131,34.67614755,-82.16153403,28.61064555,dc,500,1754.28,778.65
z134:p85~~p103,-92.02206131,34.67614755,-84.61125526,43.8762499,dc,500,1788.63,811.22
z134:p85~~p112,-92.02206131,34.67614755,-82.80095864,40.13748215,dc,500,1491.73,663.13
z134:p85~~p86,-92.02206131,34.67614755,-91.93563781,32.55385405,dc,500,348.98,154.8
z134:p85~~p87,-92.02206131,34.67614755,-89.93377714,32.30945125,dc,500,482.78,215.46
z134:p85~~p92,-92.02206131,34.67614755,-86.34952583,35.85850386,dc,500,796.55,358.86
z134:p85~~p94,-92.02206131,34.67614755,-83.43553366,32.63997261,dc,500,1238.58,546.9
z134:p86~~p87,-91.93563781,32.55385405,-89.93377714,32.30945125,dc,500,304.88,125.68
z134:p87~~p101,-89.93377714,32.30945125,-82.16153403,28.61064555,dc,500,1332.54,582.08
z134:p87~~p105,-89.93377714,32.30945125,-86.25403168,40.72629479,dc,500,1474.8,666.51
z134:p87~~p88,-89.93377714,32.30945125,-88.91826681,33.91413099,dc,500,306.08,136.55
z134:p87~~p89,-89.93377714,32.30945125,-87.31696514,33.63340907,dc,500,423.63,187.63
z134:p87~~p90,-89.93377714,32.30945125,-86.47635269,32.14389389,dc,500,479.39,209.85
z134:p87~~p92,-89.93377714,32.30945125,-86.34952583,35.85850386,dc,500,771.85,342.03
z134:p87~~p94,-89.93377714,32.30945125,-83.43553366,32.63997261,dc,500,919.1,401.59
z134:p87~~p98,-89.93377714,32.30945125,-77.99872674,35.44202442,dc,500,1757.32,776.74
z134:p88~~p89,-88.91826681,33.91413099,-87.31696514,33.63340907,dc,500,219.4,98.1
z134:p88~~p92,-88.91826681,33.91413099,-86.34952583,35.85850386,dc,500,479.46,203.43
z134:p89~~p90,-87.31696514,33.63340907,-86.47635269,32.14389389,dc,500,274.4,122.26
z134:p89~~p92,-87.31696514,33.63340907,-86.34952583,35.85850386,dc,500,413.5,177.19
z134:p89~~p94,-87.31696514,33.63340907,-83.43553366,32.63997261,dc,500,589.11,249.94
z134:p8~~p12,-121.43547851,41.31103089,-116.76501417,39.57265625,dc,500,755.96,330.06
z134:p8~~p9,-121.43547851,41.31103089,-121.38102184,38.35087876,dc,500,644.4,248.47
z134:p90~~p91,-86.47635269,32.14389389,-86.08395491,30.58478781,dc,500,265.4,118.94
z134:p90~~p94,-86.47635269,32.14389389,-83.43553366,32.63997261,dc,500,452.55,197.69
z134:p91~~p101,-86.08395491,30.58478781,-82.16153403,28.61064555,dc,500,726.05,308.5
z134:p91~~p94,-86.08395491,30.58478781,-83.43553366,32.63997261,dc,500,501.71,220.93
z134:p92~~p101,-86.34952583,35.85850386,-82.16153403,28.61064555,dc,500,1370.06,598.38
z134:p92~~p105,-86.34952583,35.85850386,-86.25403168,40.72629479,dc,500,812.48,356.45
z134:p92~~p108,-86.34952583,35.85850386,-87.22105398,37.51815832,dc,500,312.03,135.86
z134:p92~~p109,-86.34952583,35.85850386,-84.52641444,37.82027791,dc,500,407.25,181.87
z134:p92~~p118,-86.34952583,35.85850386,-80.87858774,37.06974171,dc,500,798.88,339.32
z134:p92~~p122,-86.34952583,35.85850386,-76.28677225,40.53840825,dc,500,1537.55,654.11
z134:p92~~p93,-86.34952583,35.85850386,-86.89318135,36.88838161,dc,500,202.18,84.56
z134:p92~~p94,-86.34952583,35.85850386,-83.43553366,32.63997261,dc,500,723.05,300.1
z134:p92~~p97,-86.34952583,35.85850386,-81.4566305,35.69441978,dc,500,719.7,292.98
z134:p93~~p108,-86.89318135,36.88838161,-87.22105398,37.51815832,dc,500,111.72,51.1
z134:p93~~p109,-86.89318135,36.88838161,-84.52641444,37.82027791,dc,500,343.9,153.74
z134:p94~~p101,-83.43553366,32.63997261,-82.16153403,28.61064555,dc,500,718.48,317.1
z134:p94~~p103,-83.43553366,32.63997261,-84.61125526,43.8762499,dc,500,1936.97,838.4
z134:p94~~p105,-83.43553366,32.63997261,-86.25403168,40.72629479,dc,500,1470.31,632.02
z134:p94~~p112,-83.43553366,32.63997261,-82.80095864,40.13748215,dc,500,1327.82,556.01
z134:p94~~p122,-83.43553366,32.63997261,-76.28677225,40.53840825,dc,500,1753.05,734.03
z134:p94~~p127,-83.43553366,32.63997261,-75.58732565,42.99934248,dc,500,2116.12,904.64
z134:p94~~p95,-83.43553366,32.63997261,-82.00419875,34.70145271,dc,500,395.47,178.48
z134:p94~~p96,-83.43553366,32.63997261,-80.50921523,33.62909084,dc,500,494.95,211.28
z134:p94~~p97,-83.43553366,32.63997261,-81.4566305,35.69441978,dc,500,581.81,259.67
z134:p94~~p99,-83.43553366,32.63997261,-77.99964991,37.62459409,dc,500,1124.7,493.73
z134:p95~~p96,-82.00419875,34.70145271,-80.50921523,33.62909084,dc,500,298.8,131.4
z134:p95~~p97,-82.00419875,34.70145271,-81.4566305,35.69441978,dc,500,186.78,81.18
z134:p95~~p98,-82.00419875,34.70145271,-77.99872674,35.44202442,dc,500,573.69,250.58
z134:p96~~p98,-80.50921523,33.62909084,-77.99872674,35.44202442,dc,500,475.63,207.76
z134:p97~~p118,-81.4566305,35.69441978,-80.87858774,37.06974171,dc,500,270.84,107.22
z134:p97~~p98,-81.4566305,35.69441978,-77.99872674,35.44202442,dc,500,486.43,202.76
z134:p98~~p101,-77.99872674,35.44202442,-82.16153403,28.61064555,dc,500,1435.16,619.11
z134:p98~~p103,-77.99872674,35.44202442,-84.61125526,43.8762499,dc,500,1670.82,711.62
z134:p98~~p112,-77.99872674,35.44202442,-82.80095864,40.13748215,dc,500,1025.65,431.13
z134:p98~~p127,-77.99872674,35.44202442,-75.58732565,42.99934248,dc,500,1418.39,590.59
z134:p98~~p131,-77.99872674,35.44202442,-71.79474674,42.25461052,dc,500,1875.07,745.2
z134:p98~~p99,-77.99872674,35.44202442,-77.99964991,37.62459409,dc,500,371.46,161.76
z134:p99~~p100,-77.99964991,37.62459409,-78.27316353,38.77897424,dc,500,283.27,108.93
z134:p99~~p101,-77.99964991,37.62459409,-82.16153403,28.61064555,dc,500,1710.86,740.84
z134:p99~~p105,-77.99964991,37.62459409,-86.25403168,40.72629479,dc,500,1224.88,527.6
z134:p99~~p116,-77.99964991,37.62459409,-80.17476357,38.90026172,dc,500,400.61,158.71
z134:p99~~p118,-77.99964991,37.62459409,-80.87858774,37.06974171,dc,500,418.25,175.16
z134:p99~~p121,-77.99964991,37.62459409,-77.50609328,39.49881674,dc,500,401.46,154.75
z134:p99~~p123,-77.99964991,37.62459409,-76.35304548,38.89366177,dc,500,873.96,328.44
z134:p99~~p127,-77.99964991,37.62459409,-75.58732565,42.99934248,dc,500,1047.08,429.04
z134:p99~~p134,-77.99964991,37.62459409,-69.23781577,45.35740733,dc,500,1924.93,779.28
z134:p9~~p10,-121.38102184,38.35087876,-117.15992686,35.12105363,dc,500,978.04,382.47
z134:p9~~p12,-121.38102184,38.35087876,-116.76501417,39.57265625,dc,500,920.77,295.43
z134:p9~~p13,-121.38102184,38.35087876,-115.01366961,36.21387654,dc,500,1456.25,493.5
z134:p9~~p15,-121.38102184,38.35087876,-115.22499865,44.39350062,dc,500,1735.13,620.34
z134:p9~~p25,-121.38102184,38.35087876,-111.91422885,39.08215518,dc,500,1665.08,615.49
z134:p9~~p28,-121.38102184,38.35087876,-111.61025637,34.16709078,dc,500,1902.91,734.52
